Hour,DayOfWeek,Hour,Temp,A/D,Runway,Airline,From/To,Aircraft Type
14,5,14,21.4,0,0,2,20,13
20,1,20,27.1,1,1,2,20,2
19,6,19,28.5,1,1,2,14,2
19,5,19,17.3,0,0,16,20,1
12,5,12,31.0,1,1,0,3,2
6,0,6,13.5,1,1,2,6,3
21,2,21,21.4,1,1,0,27,0
21,0,21,23.8,1,0,17,11,18
17,6,17,20.5,0,0,2,31,13
10,6,10,16.5,1,1,0,28,1
13,2,13,25.5,0,1,2,7,3
18,3,18,32.3,1,3,9,99,0
19,0,19,30.7,1,1,1,2,2
21,3,21,20.0,1,1,25,11,13
19,4,19,23.2,1,1,0,0,0
21,0,21,10.5,1,0,1,0,0
20,6,20,24.7,0,1,2,13,3
9,2,9,20.7,1,1,2,13,2
9,2,9,4.7,0,0,0,6,1
21,4,21,20.0,1,0,2,26,13
11,2,11,31.2,1,1,43,39,30
15,4,15,24.2,0,0,4,10,4
15,5,15,34.1,1,1,2,44,2
23,0,23,16.0,0,1,0,1,0
18,5,18,15.3,0,0,0,28,1
17,0,17,12.5,0,0,1,44,0
17,5,17,31.5,0,0,2,27,2
8,4,8,11.8,1,1,31,15,34
15,5,15,32.9,1,1,2,44,2
9,2,9,14.7,1,1,4,10,2
12,6,12,11.9,0,1,2,21,2
8,1,8,15.4,1,1,2,3,2
6,6,6,8.0,1,0,8,11,8
20,1,20,26.0,0,0,2,15,2
7,5,7,13.5,1,1,0,16,0
20,2,20,22.0,0,1,1,16,0
11,6,11,27.0,0,0,15,29,4
17,4,17,27.6,0,0,2,27,2
12,5,12,29.0,1,1,0,3,2
15,0,15,21.4,0,0,2,14,3
18,2,18,11.3,1,0,2,9,3
12,6,12,20.1,0,1,2,12,3
15,1,15,28.1,1,1,0,28,1
19,0,19,20.9,0,1,2,13,2
6,3,6,7.4,1,1,0,23,0
14,4,14,20.2,0,0,2,9,3
19,6,19,27.4,1,1,0,18,2
10,6,10,22.5,1,1,2,10,3
14,0,14,26.6,0,1,2,9,3
13,1,13,10.1,1,0,2,10,2
6,0,6,10.0,1,1,2,0,2
16,2,16,30.6,1,1,6,18,26
9,1,9,20.3,1,1,2,14,3
12,5,12,14.5,1,0,0,9,1
13,5,13,18.4,1,1,2,23,2
22,0,22,13.5,0,0,11,25,6
13,2,13,18.7,0,0,0,21,0
13,0,13,24.1,0,1,0,2,0
12,1,12,20.1,0,0,2,12,3
9,6,9,21.5,1,1,2,20,3
22,4,22,15.6,0,0,1,17,0
13,5,13,22.9,0,0,2,4,4
17,2,17,12.9,1,1,2,0,2
6,2,6,13.3,0,1,2,31,13
13,2,13,17.3,1,1,2,0,3
14,1,14,20.9,0,0,0,21,0
14,1,14,27.1,0,1,2,28,2
5,2,5,8.8,1,0,16,20,2
14,0,14,23.2,0,1,2,28,3
7,1,7,11.4,1,1,16,20,3
8,5,8,23.4,1,1,2,18,2
1,6,1,16.0,1,0,11,25,6
12,1,12,30.0,1,1,22,37,4
7,0,7,14.7,1,1,2,36,2
23,0,23,22.1,1,1,2,11,13
10,0,10,21.0,1,1,2,27,2
18,2,18,25.6,0,1,0,9,0
14,2,14,25.8,0,0,2,3,3
21,0,21,23.0,0,1,0,2,0
23,6,23,19.6,1,1,2,11,4
17,2,17,20.4,0,1,0,0,0
18,3,18,14.6,0,0,0,13,0
8,6,8,-1.7,0,0,12,23,4
22,4,22,22.1,1,1,2,7,2
15,3,15,32.3,1,1,5,10,5
16,6,16,28.8,1,1,1,6,1
13,1,13,18.6,0,0,0,10,1
13,4,13,12.3,0,0,2,5,13
20,5,20,21.5,1,1,1,2,1
15,4,15,14.9,1,0,2,2,2
6,5,6,9.8,1,3,7,8,43
9,0,9,9.4,1,1,7,34,16
13,4,13,15.9,1,0,6,18,20
14,1,14,31.1,1,1,2,7,3
9,6,9,22.8,1,1,22,37,4
15,0,15,28.9,0,0,7,13,17
21,0,21,23.5,0,0,2,7,3
5,0,5,13.7,1,1,2,2,2
10,4,10,19.3,1,1,2,27,2
10,6,10,25.0,1,1,2,65,4
13,0,13,15.2,0,0,1,0,0
12,3,12,22.8,0,1,2,0,2
6,0,6,13.5,1,0,1,3,1
9,0,9,13.1,1,0,7,34,16
18,0,18,15.8,0,0,7,21,19
19,0,19,19.6,0,1,0,9,0
10,0,10,7.1,1,0,12,23,4
10,0,10,9.7,0,1,7,74,47
6,0,6,9.9,1,1,2,6,2
17,2,17,30.2,1,1,2,8,3
16,6,16,24.9,1,0,2,23,3
16,0,16,23.0,1,0,1,6,1
11,5,11,27.1,0,0,1,18,0
11,1,11,22.7,1,1,12,23,4
11,3,11,28.3,1,1,0,8,0
9,3,9,16.7,1,1,2,13,3
11,1,11,23.1,1,1,2,20,2
19,4,19,24.0,1,1,1,18,0
10,2,10,23.8,1,1,2,12,2
20,6,20,8.9,1,0,2,10,3
15,1,15,22.5,1,1,2,58,3
6,3,6,11.8,1,1,2,6,2
7,3,7,14.1,1,1,2,12,2
12,2,12,27.4,0,1,2,13,2
15,0,15,29.8,0,1,0,28,0
18,4,18,31.8,1,1,2,23,2
10,0,10,24.2,1,1,2,8,2
21,4,21,20.3,0,0,2,44,2
19,3,19,20.0,1,1,1,2,0
8,1,8,17.7,0,1,20,33,5
15,5,15,18.4,0,1,2,13,3
22,4,22,12.4,0,0,2,3,3
6,5,6,11.5,1,1,1,8,0
22,6,22,14.0,1,1,63,5,2
11,4,11,23.7,1,1,85,20,10
8,5,8,16.8,1,1,2,18,2
6,1,6,14.7,1,1,2,6,3
21,0,21,14.0,0,3,2,27,2
8,6,8,16.7,1,1,1,13,1
8,4,8,15.5,1,1,2,18,2
18,3,18,30.3,0,1,7,34,36
16,1,16,26.7,1,0,0,14,1
15,2,15,30.2,1,1,2,44,2
22,0,22,3.7,0,0,3,5,0
16,5,16,25.6,0,0,2,14,2
15,0,15,30.2,1,0,7,88,17
15,3,15,33.0,1,1,1,8,2
15,0,15,31.6,1,1,1,14,0
11,5,11,10.5,1,0,2,14,3
22,6,22,13.7,1,1,25,11,13
20,0,20,24.6,0,0,2,8,2
1,0,1,11.3,0,0,0,27,1
13,1,13,31.1,1,1,2,14,3
12,0,12,23.2,1,1,0,23,0
16,0,16,32.2,1,1,0,3,2
10,2,10,25.8,1,1,1,17,0
5,5,5,13.4,0,0,4,10,2
19,1,19,20.4,0,1,2,6,2
16,2,16,14.9,1,0,2,3,3
6,3,6,11.2,1,1,2,2,3
11,4,11,27.4,1,1,2,13,3
5,6,5,11.6,1,0,11,25,6
14,3,14,30.6,1,1,1,6,1
12,4,12,23.6,0,1,6,18,21
22,4,22,6.6,0,0,1,8,0
16,4,16,28.8,0,1,0,36,0
14,6,14,18.9,0,0,2,3,3
18,5,18,26.3,0,1,0,0,0
10,5,10,26.2,1,1,2,27,2
14,2,14,29.2,1,1,1,2,1
14,1,14,11.1,1,3,2,20,3
11,6,11,28.2,1,1,0,28,1
18,1,18,28.7,1,1,2,6,3
18,2,18,27.8,1,1,9,59,38
15,5,15,32.5,1,1,2,3,3
17,2,17,33.8,1,1,2,13,3
12,2,12,27.1,1,1,12,23,4
20,0,20,27.3,1,1,2,7,3
7,3,7,13.8,0,0,25,62,13
17,1,17,29.8,1,1,2,1,3
15,3,15,27.1,0,0,1,2,2
17,1,17,13.2,0,1,7,12,55
13,1,13,28.4,1,1,2,14,2
8,0,8,16.4,1,1,2,0,3
7,5,7,13.3,1,1,0,18,2
20,4,20,19.2,1,0,52,61,6
22,1,22,16.4,0,1,2,2,3
6,0,6,12.2,1,1,1,18,0
20,2,20,14.5,0,0,2,15,3
22,5,22,17.1,0,0,2,20,3
14,4,14,29.6,1,1,2,9,3
11,5,11,22.7,1,1,2,14,3
17,2,17,26.7,1,1,16,3,2
22,2,22,23.3,1,1,25,11,23
7,4,7,15.3,1,1,2,15,3
11,0,11,24.8,1,1,2,20,2
12,2,12,26.3,1,1,2,8,3
12,3,12,23.9,1,1,2,2,3
18,2,18,27.6,0,0,0,2,0
21,4,21,20.2,1,1,2,23,2
10,1,10,22.6,1,1,2,2,2
20,0,20,23.8,0,0,0,14,0
12,1,12,12.4,0,0,2,15,3
14,1,14,24.1,0,0,1,2,0
7,0,7,8.7,1,0,2,6,3
5,0,5,8.2,0,0,21,23,5
16,1,16,29.3,0,1,0,28,1
12,3,12,25.7,1,1,7,74,47
17,1,17,19.5,1,0,9,82,28
17,4,17,28.8,1,1,2,40,2
12,3,12,26.1,1,1,0,3,2
13,3,13,28.2,0,1,0,21,0
15,0,15,31.9,1,1,2,20,2
6,0,6,7.9,1,1,2,6,3
12,4,12,11.8,1,3,7,39,80
3,0,3,10.1,1,0,11,25,11
13,0,13,19.0,1,1,2,13,3
14,3,14,34.2,0,0,3,5,0
15,6,15,33.8,1,1,2,28,2
15,5,15,30.4,0,0,1,13,2
17,1,17,12.9,1,0,4,10,4
13,4,13,30.6,1,1,15,29,4
15,3,15,29.1,1,1,0,15,0
18,3,18,26.9,1,1,0,8,0
11,2,11,19.8,1,1,2,28,2
11,1,11,27.5,1,1,1,23,0
16,2,16,30.9,1,1,1,8,0
16,5,16,30.8,0,1,1,13,0
15,6,15,31.6,1,1,2,13,2
15,5,15,28.6,1,1,4,72,2
16,5,16,27.8,1,1,2,28,2
21,1,21,27.3,0,0,0,3,2
11,5,11,25.7,1,1,2,11,13
13,2,13,21.5,0,1,2,13,3
16,2,16,11.6,0,0,1,2,0
23,6,23,22.4,1,1,6,18,6
18,0,18,28.2,1,0,7,109,17
18,1,18,30.5,1,1,2,13,2
16,2,16,30.2,1,1,1,3,1
12,0,12,18.5,1,1,2,2,2
15,0,15,30.5,1,1,2,13,2
1,4,1,16.5,0,0,1,6,2
15,5,15,32.0,1,1,2,26,13
14,6,14,15.1,0,0,0,3,1
9,2,9,4.3,1,0,2,18,2
21,6,21,21.8,0,1,0,7,0
7,6,7,11.5,1,1,2,8,2
6,4,6,12.7,1,1,1,10,1
3,5,3,2.3,1,0,7,2,97
9,2,9,11.3,0,0,2,1,3
21,6,21,13.9,1,1,2,7,2
7,0,7,9.1,1,1,2,0,3
9,4,9,13.5,1,1,4,10,2
9,3,9,14.7,1,1,1,17,0
16,0,16,31.0,1,1,0,3,2
15,2,15,30.8,1,1,4,72,2
16,5,16,24.7,1,0,2,23,3
6,3,6,12.5,1,1,2,9,2
12,0,12,27.6,1,1,10,24,23
15,2,15,19.4,1,0,9,51,24
19,1,19,29.1,1,1,2,8,3
13,3,13,26.3,1,1,2,0,2
2,5,2,19.1,0,0,2,20,13
1,4,1,18.2,0,0,0,7,0
17,6,17,20.4,1,0,5,20,5
6,0,6,10.8,1,1,1,8,2
17,1,17,15.3,0,0,0,6,0
10,2,10,21.2,1,1,6,18,6
9,4,9,16.2,1,1,2,31,13
22,4,22,19.4,0,1,16,20,3
6,1,6,8.7,1,1,5,46,5
23,2,23,26.2,1,1,20,33,5
8,0,8,17.3,1,1,1,9,2
18,0,18,25.0,0,0,1,6,0
20,0,20,22.7,1,0,5,11,5
2,5,2,17.5,1,0,0,1,0
17,3,17,25.1,0,0,0,6,0
13,1,13,28.5,0,1,6,18,6
1,4,1,4.0,1,0,2,70,4
20,3,20,11.8,1,0,0,18,0
16,6,16,33.3,1,1,1,89,0
10,0,10,22.0,1,1,2,16,2
13,3,13,24.1,1,1,2,2,3
0,2,0,4.1,1,0,2,7,2
10,4,10,24.2,1,1,6,18,6
15,5,15,24.9,0,1,2,36,2
13,2,13,19.0,1,0,0,23,0
12,6,12,28.1,1,1,2,8,2
13,5,13,28.9,1,1,2,14,2
15,0,15,19.2,0,0,1,2,1
19,6,19,27.0,1,1,2,6,2
11,5,11,7.2,0,0,2,18,2
23,1,23,15.5,1,1,25,62,13
1,1,1,17.9,1,0,16,20,3
16,2,16,13.5,1,0,5,11,5
20,6,20,19.1,0,0,1,44,1
14,4,14,34.2,1,1,1,16,0
0,1,0,11.2,0,0,1,27,1
7,0,7,15.3,1,1,2,36,2
13,4,13,25.2,1,1,2,50,2
10,6,10,23.2,1,1,2,27,3
7,2,7,14.4,1,1,2,7,2
18,4,18,28.5,0,0,1,44,1
13,4,13,31.8,1,1,13,26,10
15,2,15,11.3,1,0,2,3,3
23,1,23,19.2,1,1,25,11,13
7,2,7,11.9,1,1,2,12,3
17,1,17,30.7,0,1,2,0,3
17,2,17,18.3,1,1,2,15,3
9,2,9,16.4,1,1,0,8,0
22,0,22,25.0,1,1,25,11,13
11,0,11,22.1,1,1,2,2,3
17,6,17,13.2,1,0,16,20,3
9,1,9,17.5,1,1,7,6,27
15,6,15,19.1,0,0,2,14,3
12,4,12,27.3,1,1,11,25,11
19,5,19,23.0,0,0,0,6,0
12,4,12,23.5,1,1,9,73,9
11,2,11,13.6,1,0,2,8,3
9,5,9,18.5,1,1,2,16,2
8,3,8,15.7,1,1,0,9,0
20,6,20,14.7,1,1,0,10,0
5,3,5,10.5,1,0,2,3,3
11,1,11,18.5,1,1,13,26,10
19,1,19,25.4,1,1,0,18,0
21,1,21,13.2,0,0,2,7,3
18,4,18,35.2,1,1,2,13,3
12,0,12,24.1,0,0,2,2,2
22,4,22,22.0,1,1,19,32,15
15,3,15,27.1,0,1,2,9,3
8,2,8,18.2,1,1,2,13,2
12,5,12,29.3,1,1,2,13,3
13,6,13,16.0,1,0,2,36,2
10,6,10,10.0,1,0,2,0,3
8,4,8,16.0,1,1,1,13,0
7,4,7,12.7,1,1,16,20,3
17,0,17,21.8,0,0,7,149,42
23,6,23,9.6,0,0,1,18,2
18,3,18,28.4,1,1,9,75,19
10,0,10,19.2,0,1,7,74,47
17,4,17,27.9,1,1,2,40,2
21,2,21,15.7,1,1,0,10,1
11,5,11,24.8,1,1,1,8,1
13,2,13,17.7,0,1,0,12,0
6,4,6,10.8,1,1,2,8,3
13,6,13,28.4,1,1,2,27,2
13,2,13,13.1,1,0,2,10,2
10,1,10,18.3,1,1,2,15,3
15,6,15,21.2,1,0,2,20,3
10,0,10,20.5,0,0,2,14,3
6,3,6,13.3,1,1,2,2,3
2,4,2,11.6,1,0,27,23,5
20,2,20,14.3,1,1,0,18,1
11,2,11,28.8,1,1,2,20,13
22,2,22,26.7,1,1,19,32,15
14,1,14,12.5,0,0,17,20,18
14,3,14,12.6,1,0,7,34,16
9,1,9,9.3,0,1,9,39,24
14,0,14,24.0,0,0,1,2,1
6,4,6,12.1,1,1,1,27,2
20,0,20,26.8,1,1,0,1,0
15,6,15,24.4,1,1,2,14,2
21,6,21,20.1,1,1,0,8,0
17,1,17,22.4,1,1,2,0,2
15,2,15,19.7,1,0,7,34,36
16,2,16,11.4,0,0,16,3,2
10,6,10,27.2,1,0,2,0,3
15,6,15,30.8,1,1,2,20,3
20,5,20,14.6,0,1,13,26,10
15,6,15,23.8,1,0,0,27,1
22,4,22,19.0,0,0,2,2,2
3,3,3,2.9,0,0,11,25,6
12,3,12,29.7,0,0,0,14,0
23,4,23,16.5,1,1,2,48,13
3,4,3,12.1,1,0,8,11,8
9,0,9,22.6,0,0,2,8,3
8,4,8,14.8,1,1,2,36,2
8,3,8,12.6,0,1,25,11,13
12,5,12,11.6,0,0,2,30,3
9,5,9,19.2,1,1,2,80,4
18,5,18,26.2,1,1,2,7,3
21,0,21,23.1,1,1,0,27,0
11,1,11,13.5,0,0,0,14,0
10,6,10,17.6,0,0,2,6,2
19,4,19,33.8,1,1,2,9,2
17,4,17,28.9,0,1,0,13,0
10,3,10,17.4,1,1,22,37,4
22,6,22,11.5,0,0,16,20,2
13,3,13,30.8,1,1,2,2,3
15,3,15,13.9,1,0,2,27,3
11,4,11,26.2,1,1,2,0,3
19,0,19,22.4,1,0,0,2,0
20,6,20,14.0,0,1,0,11,0
8,6,8,12.6,0,1,25,62,13
9,0,9,18.9,1,1,2,14,2
1,3,1,16.8,0,0,1,2,0
10,1,10,25.3,0,0,2,8,2
8,2,8,15.7,1,1,2,7,2
4,0,4,1.8,1,0,0,3,1
4,0,4,6.5,1,0,2,8,3
12,6,12,27.8,0,1,2,12,3
18,6,18,29.6,0,0,2,14,2
14,2,14,28.8,0,1,2,13,2
13,5,13,21.8,1,1,16,20,2
20,1,20,13.4,0,0,1,42,2
8,6,8,12.7,1,1,0,15,0
20,5,20,24.1,1,1,0,8,1
12,5,12,23.4,1,1,0,3,2
19,4,19,15.1,1,0,2,14,2
0,6,0,7.0,1,0,19,32,15
17,2,17,36.3,1,1,5,11,5
17,3,17,31.9,0,1,7,8,47
8,1,8,17.3,1,1,2,36,2
20,4,20,21.8,0,0,2,19,13
10,3,10,21.2,1,1,0,13,1
16,2,16,28.7,1,1,7,39,28
6,5,6,15.6,1,1,2,6,3
7,5,7,10.1,1,3,21,25,5
18,5,18,10.8,0,0,0,23,0
15,6,15,12.0,1,0,6,18,21
16,4,16,33.5,1,1,2,0,2
17,3,17,15.0,1,1,0,13,1
15,6,15,32.2,1,1,4,72,2
14,0,14,26.3,1,0,87,7,17
9,2,9,14.8,1,1,2,19,13
12,5,12,24.2,1,1,13,53,8
15,1,15,24.7,0,0,2,35,3
11,4,11,21.3,1,1,2,12,2
10,1,10,22.2,1,0,12,23,4
7,1,7,8.5,0,0,2,26,4
15,3,15,14.5,1,0,2,58,3
18,6,18,28.6,1,1,2,13,2
7,5,7,12.2,1,1,2,12,2
17,2,17,28.3,0,0,16,20,3
6,1,6,9.2,1,1,2,0,2
11,4,11,9.2,0,0,1,18,0
18,4,18,21.4,1,0,16,20,3
20,6,20,20.6,0,0,2,2,3
18,2,18,12.6,0,0,0,9,0
8,0,8,15.3,1,1,2,18,2
6,1,6,14.3,0,0,22,37,4
7,6,7,13.5,1,1,2,13,3
12,5,12,31.9,1,1,44,88,61
16,5,16,32.5,1,1,2,20,2
21,3,21,23.7,0,0,2,0,2
21,4,21,24.4,1,1,0,10,1
9,5,9,27.2,1,1,0,9,1
23,3,23,21.2,1,1,18,31,4
16,5,16,17.0,0,0,4,10,2
14,5,14,27.6,0,0,7,69,17
23,3,23,19.2,1,1,2,11,4
12,1,12,22.2,1,1,2,13,3
17,0,17,25.4,0,1,2,18,2
13,6,13,22.2,1,3,7,82,28
14,3,14,34.8,0,1,2,14,2
15,1,15,22.8,1,1,0,14,0
17,0,17,19.1,0,3,2,31,13
19,1,19,28.1,1,1,9,41,22
12,5,12,25.4,1,1,0,3,0
10,1,10,24.2,0,1,12,23,4
16,3,16,32.6,1,1,2,23,2
11,5,11,18.4,0,1,2,9,3
11,0,11,20.1,1,1,0,9,0
23,6,23,22.2,0,0,2,9,2
13,0,13,28.6,1,1,2,19,4
6,2,6,12.6,0,1,2,5,13
21,6,21,26.1,0,0,2,27,2
12,3,12,26.3,1,1,2,2,3
8,0,8,17.3,1,1,2,13,2
9,6,9,16.3,1,1,1,17,0
13,2,13,26.2,1,1,2,13,2
17,5,17,16.5,0,0,16,20,3
9,2,9,20.0,1,1,0,0,0
19,4,19,10.2,1,0,0,6,0
20,6,20,13.5,1,0,2,26,4
14,3,14,30.4,1,1,0,21,0
12,5,12,14.2,1,1,2,3,2
13,1,13,28.1,1,1,2,6,2
0,0,0,14.3,0,0,0,2,0
15,4,15,19.0,0,0,2,13,3
13,5,13,30.5,1,1,2,13,3
18,5,18,16.5,0,0,2,2,3
8,2,8,15.4,1,1,2,18,2
8,6,8,12.3,1,1,2,44,2
14,5,14,30.4,1,1,1,10,2
19,0,19,23.2,1,1,2,9,3
10,6,10,8.4,1,0,2,7,3
13,1,13,30.9,0,0,31,7,40
6,4,6,10.9,1,1,0,10,1
16,1,16,30.5,1,1,2,14,3
17,0,17,24.1,0,0,0,23,0
14,0,14,34.0,1,1,2,1,3
12,4,12,27.0,0,0,2,20,3
16,3,16,27.0,1,0,1,14,1
0,5,0,10.0,1,0,5,11,5
9,5,9,24.8,1,1,2,80,4
12,0,12,12.1,0,0,2,27,3
16,0,16,33.4,1,1,2,8,2
15,1,15,26.5,1,1,2,2,2
17,6,17,18.2,1,0,17,11,18
13,6,13,16.4,0,0,2,4,4
22,6,22,24.8,1,1,25,11,13
22,4,22,22.4,1,1,19,32,15
20,2,20,9.4,0,0,0,9,0
14,5,14,32.7,1,1,6,18,6
13,4,13,29.6,1,1,0,36,0
21,4,21,21.8,1,1,2,26,4
20,3,20,20.7,0,1,0,8,0
15,2,15,24.7,1,0,1,2,1
23,6,23,18.2,1,1,0,20,0
12,1,12,20.5,0,1,2,23,2
16,1,16,25.4,1,0,2,7,3
0,0,0,13.1,0,0,0,6,0
17,4,17,29.1,0,0,16,3,2
11,6,11,24.3,0,1,12,23,4
20,0,20,12.8,1,0,2,23,2
21,3,21,23.2,1,1,0,15,0
20,6,20,12.6,0,0,2,30,3
15,3,15,31.8,1,1,0,61,0
9,6,9,25.7,1,1,0,13,0
9,6,9,22.3,1,1,2,14,2
18,5,18,30.6,1,1,2,0,2
6,3,6,18.3,1,0,11,25,6
17,2,17,19.8,0,0,0,23,0
15,1,15,30.5,0,1,2,0,3
20,6,20,20.0,1,1,1,8,0
19,0,19,25.4,1,1,2,9,3
10,4,10,20.3,1,1,2,12,2
13,0,13,19.0,1,1,16,20,2
12,3,12,22.9,1,0,7,34,16
16,2,16,32.7,1,1,0,15,0
10,6,10,21.0,1,1,5,11,5
16,4,16,15.8,1,1,2,23,3
9,6,9,18.6,0,1,10,24,23
10,2,10,26.3,1,1,6,18,6
10,3,10,22.4,1,1,2,7,2
13,3,13,26.7,1,1,2,27,2
8,6,8,13.7,0,0,25,11,23
23,1,23,12.7,0,0,5,11,5
18,5,18,8.4,1,0,2,15,3
11,1,11,28.9,1,1,7,69,16
10,0,10,10.7,1,0,2,6,3
22,4,22,22.4,1,1,19,32,15
3,0,3,12.0,0,0,11,25,11
19,2,19,4.6,0,0,2,9,3
13,1,13,18.0,0,0,1,13,0
14,1,14,13.0,0,0,2,9,3
12,1,12,26.8,1,1,2,20,3
15,0,15,26.1,1,0,24,17,5
10,6,10,10.2,0,0,2,2,3
15,6,15,12.0,1,0,5,23,5
13,4,13,16.2,1,0,2,18,2
9,3,9,16.8,1,1,7,71,19
15,5,15,27.5,0,0,1,3,1
19,3,19,12.5,1,0,0,40,0
9,1,9,15.5,1,1,0,21,0
11,0,11,25.6,1,1,9,2,9
12,4,12,30.2,1,1,2,3,3
6,2,6,12.6,1,1,2,0,2
14,4,14,20.7,0,1,7,63,28
19,0,19,11.6,1,0,2,9,3
8,2,8,17.4,1,1,1,17,0
23,1,23,15.2,0,0,6,23,6
6,2,6,12.6,1,1,16,20,3
10,0,10,18.0,1,1,2,7,2
17,6,17,30.0,0,1,1,13,1
22,5,22,5.8,1,0,19,32,15
15,6,15,32.4,1,1,5,10,5
0,2,0,17.6,1,0,2,5,13
6,2,6,0.6,1,0,2,0,3
4,1,4,11.1,1,0,11,25,6
6,3,6,12.4,0,0,2,11,4
12,6,12,28.2,1,1,10,24,23
6,2,6,11.9,0,0,1,0,0
13,4,13,10.7,1,0,2,9,3
22,0,22,19.8,0,0,13,26,10
13,4,13,12.9,0,0,2,2,3
0,0,0,19.6,0,0,0,8,0
6,1,6,10.0,1,1,1,20,0
1,2,1,17.1,1,0,2,70,4
13,4,13,17.7,1,0,15,29,4
12,3,12,23.5,1,1,1,42,2
10,6,10,5.8,1,0,2,3,3
7,4,7,9.3,1,1,1,18,0
13,3,13,33.0,1,1,0,27,0
10,6,10,24.7,0,1,2,13,3
8,5,8,14.7,0,0,6,18,6
16,5,16,31.2,0,0,1,2,2
8,3,8,15.4,0,1,1,0,0
21,5,21,20.0,1,0,0,10,1
15,6,15,30.6,1,1,2,10,3
11,5,11,13.7,1,1,2,8,2
13,5,13,29.1,0,0,2,14,3
17,6,17,33.7,1,1,0,14,0
11,5,11,26.6,0,1,2,9,3
16,2,16,36.6,1,1,1,3,0
11,5,11,21.3,1,1,2,9,2
8,5,8,10.8,0,0,12,23,4
17,5,17,15.4,0,0,2,20,3
4,5,4,7.0,0,0,4,10,2
11,5,11,27.2,1,1,0,21,0
12,0,12,26.7,1,1,2,20,3
16,5,16,31.8,1,1,4,10,2
15,0,15,18.8,1,1,2,21,2
18,0,18,19.4,0,0,0,138,0
6,5,6,-0.2,0,0,25,11,13
20,2,20,14.0,0,0,0,6,0
18,3,18,29.1,1,1,2,8,3
18,3,18,24.5,0,1,0,23,0
13,6,13,30.9,0,1,2,44,2
20,5,20,6.2,1,0,2,1,2
16,5,16,24.3,0,0,2,13,2
9,3,9,16.6,0,0,20,33,5
13,6,13,30.9,1,1,0,23,2
15,4,15,25.1,1,1,2,8,2
17,5,17,22.6,0,0,2,18,2
13,1,13,25.5,1,1,23,43,4
5,1,5,14.2,1,0,2,6,3
14,6,14,33.5,1,1,6,18,20
19,0,19,22.6,1,0,7,79,93
10,2,10,22.7,0,0,13,53,8
6,2,6,11.4,1,1,1,18,0
0,1,0,6.5,1,0,5,46,5
17,3,17,26.6,1,0,2,13,2
8,4,8,16.1,1,1,2,18,2
11,1,11,27.7,0,0,2,6,2
6,1,6,14.6,1,1,2,7,2
1,5,1,16.8,1,0,11,25,6
18,5,18,14.3,0,0,1,14,0
21,1,21,13.7,0,0,2,44,2
13,1,13,31.1,1,1,13,26,10
17,2,17,25.5,1,1,2,40,2
17,2,17,9.8,0,1,7,71,19
